Post_id,User_id,Content,Created_at
POST0884,IN0725,Life is 10% what happens to us and 90% how we react to it.,2024:06:29 06:27
POST0885,IN0859,Just discovered a hidden gem café in Delhi – their coffee is out of this world.,2024:06:30 06:27
POST0886,IN0731,Adventure is out there – trekking in the Western Ghats was a dream come true!,2024:07:01 06:27
POST0887,IN1796,Just finished reading a fantastic book. Can’t wait to start the next one.,2024:07:02 06:27
POST0888,IN1318,Started exploring AI and machine learning – the future is here.,2024:07:03 06:27
POST0889,IN0896,Adventure is out there – trekking in the Western Ghats was a dream come true!,2024:07:04 06:27
POST0890,IN0995,Beach vibes at their best! Nothing beats the sunsets at Kerala’s backwaters.,2024:07:05 06:27
POST0891,IN1012,Success is the result of small efforts repeated daily.,2024:07:06 06:27
POST0892,IN0793,Finally completed a watercolor painting I’ve been working on for weeks.,2024:07:07 06:27
POST0893,IN0902,Success is the result of small efforts repeated daily.,2024:07:08 06:27
POST0894,IN1139,"Challenges are what make life interesting, and overcoming them is what makes life meaningful.",2024:07:09 06:27
POST0895,IN1433,Beach vibes at their best! Nothing beats the sunsets at Kerala’s backwaters.,2024:07:10 06:27
POST0896,IN0586,Exploring the beauty of the Himalayas!,2024:07:11 06:27
POST0897,IN1996,Beach vibes at their best! Nothing beats the sunsets at Kerala’s backwaters.,2024:07:12 06:27
POST0898,IN0195,Meditation is my new go-to for staying calm and focused.,2024:07:13 06:27
POST0899,IN1585,Yoga sessions in the morning make my day so much better.,2024:07:14 06:27
POST0900,IN1572,Tried out a new pasta recipe. Cooking is my therapy.,2024:07:15 06:27
POST0901,IN1440,Dancing to my favorite tunes always lifts my spirits.,2024:07:16 06:27
POST0902,IN0918,Learning Python is so much fun – just completed a data science project!,2024:07:17 06:27
POST0903,IN1306,Adventure is out there – trekking in the Western Ghats was a dream come true!,2024:07:18 06:27
POST0904,IN1620,Completed my first 10K run! Feeling on top of the world.,2024:07:19 06:27
POST0905,IN0398,Adventure is out there – trekking in the Western Ghats was a dream come true!,2024:07:20 06:27
POST0906,IN1210,Gardening is so rewarding – my roses are in full bloom!,2024:07:21 06:27
POST0907,IN1649,Any tips for learning web development? Diving into HTML and CSS today.,2024:07:22 06:27
POST0908,IN0765,Just returned from a breathtaking trip to Goa. Highly recommend it!,2024:07:23 06:27
POST0909,IN1023,Photography is my passion – captured a beautiful sunrise today.,2024:07:24 06:27
POST0910,IN0882,Dancing to my favorite tunes always lifts my spirits.,2024:07:25 06:27
POST0911,IN0846,Blockchain technology is mind-blowing – exploring its use cases in healthcare.,2024:07:26 06:27
POST0912,IN0371,Beach vibes at their best! Nothing beats the sunsets at Kerala’s backwaters.,2024:07:27 06:27
POST0913,IN1413,Just finished reading a fantastic book. Can’t wait to start the next one.,2024:07:28 06:27
POST0914,IN0336,Photography is my passion – captured a beautiful sunrise today.,2024:07:29 06:27
POST0915,IN1558,Just finished reading a fantastic book. Can’t wait to start the next one.,2024:07:30 06:27
POST0916,IN1576,Just returned from a breathtaking trip to Goa. Highly recommend it!,2024:07:31 06:27
POST0917,IN1174,Tried out a new pasta recipe. Cooking is my therapy.,2024:08:01 06:27
POST0918,IN1799,Finally automated my tasks with Python scripts. Feels like magic!,2024:08:02 06:27
POST0919,IN0218,Exploring the beauty of the Himalayas!,2024:08:03 06:27
POST0920,IN1699,"Dream big, work hard, and achieve greatness.",2024:08:04 06:27
POST0921,IN0315,Finally completed a watercolor painting I’ve been working on for weeks.,2024:08:05 06:27
POST0922,IN0196,Just returned from a breathtaking trip to Goa. Highly recommend it!,2024:08:06 06:27
POST0923,IN1188,Finally completed a watercolor painting I’ve been working on for weeks.,2024:08:07 06:27
POST0924,IN1249,Any tips for learning web development? Diving into HTML and CSS today.,2024:08:08 06:27
POST0925,IN0140,Meditation is my new go-to for staying calm and focused.,2024:08:09 06:27
POST0926,IN0261,Just discovered a hidden gem café in Delhi – their coffee is out of this world.,2024:08:10 06:27
POST0927,IN1402,"Dream big, work hard, and achieve greatness.",2024:08:11 06:27
POST0928,IN1837,"Dream big, work hard, and achieve greatness.",2024:08:12 06:27
POST0929,IN1509,Learning Python is so much fun – just completed a data science project!,2024:08:13 06:27
POST0930,IN0078,Exploring the beauty of the Himalayas!,2024:08:14 06:27
POST0931,IN0111,Gardening is so rewarding – my roses are in full bloom!,2024:08:15 06:27
POST0932,IN1885,Finally achieved my fitness goal – lost 5kg in 3 months.,2024:08:16 06:27
POST0933,IN1716,Tried out a new pasta recipe. Cooking is my therapy.,2024:08:17 06:27
POST0934,IN1775,Finally achieved my fitness goal – lost 5kg in 3 months.,2024:08:18 06:27
POST0935,IN1231,Photography is my passion – captured a beautiful sunrise today.,2024:08:19 06:27
POST0936,IN0012,Cooked up some delicious biryani today – the aroma is heavenly!,2024:08:20 06:27
POST0937,IN0608,Cooked up some delicious biryani today – the aroma is heavenly!,2024:08:21 06:27
POST0938,IN0598,Adventure is out there – trekking in the Western Ghats was a dream come true!,2024:08:22 06:27
POST0939,IN1912,Any tips for learning web development? Diving into HTML and CSS today.,2024:08:23 06:27
POST0940,IN0421,Finally completed a watercolor painting I’ve been working on for weeks.,2024:08:24 06:27
POST0941,IN1439,Success is the result of small efforts repeated daily.,2024:08:25 06:27
POST0942,IN1502,Learning Python is so much fun – just completed a data science project!,2024:08:26 06:27
POST0943,IN0692,Exploring the beauty of the Himalayas!,2024:08:27 06:27
POST0944,IN1972,Street food cravings! Chaat and golgappas are pure happiness.,2024:08:28 06:27
POST0945,IN1876,"Challenges are what make life interesting, and overcoming them is what makes life meaningful.",2024:08:29 06:27
POST0946,IN0681,Mango season is here – made fresh aamras at home!,2024:08:30 06:27
POST0947,IN0640,Dancing to my favorite tunes always lifts my spirits.,2024:08:31 06:27
POST0948,IN1744,Street food cravings! Chaat and golgappas are pure happiness.,2024:09:01 06:27
POST0949,IN1511,Success is the result of small efforts repeated daily.,2024:09:02 06:27
POST0950,IN0598,Life is 10% what happens to us and 90% how we react to it.,2024:09:03 06:27
POST0951,IN1789,Success is the result of small efforts repeated daily.,2024:09:04 06:27
POST0952,IN0697,Wandering through the streets of Jaipur – the Pink City never fails to amaze.,2024:09:05 06:27
POST0953,IN1808,Just discovered a hidden gem café in Delhi – their coffee is out of this world.,2024:09:06 06:27
POST0954,IN0580,Tried out a new pasta recipe. Cooking is my therapy.,2024:09:07 06:27
POST0955,IN1946,Just returned from a breathtaking trip to Goa. Highly recommend it!,2024:09:08 06:27
POST0956,IN0255,Finally achieved my fitness goal – lost 5kg in 3 months.,2024:09:09 06:27
POST0957,IN0644,Wandering through the streets of Jaipur – the Pink City never fails to amaze.,2024:09:10 06:27
POST0958,IN0555,Tried out a new pasta recipe. Cooking is my therapy.,2024:09:11 06:27
POST0959,IN0329,Just returned from a breathtaking trip to Goa. Highly recommend it!,2024:09:12 06:27
POST0960,IN1100,Yoga sessions in the morning make my day so much better.,2024:09:13 06:27
POST0961,IN0857,Beach vibes at their best! Nothing beats the sunsets at Kerala’s backwaters.,2024:09:14 06:27
POST0962,IN1905,"Dream big, work hard, and achieve greatness.",2024:09:15 06:27
POST0963,IN1950,Cooked up some delicious biryani today – the aroma is heavenly!,2024:09:16 06:27
POST0964,IN0025,Life is 10% what happens to us and 90% how we react to it.,2024:09:17 06:27
POST0965,IN0040,Dancing to my favorite tunes always lifts my spirits.,2024:09:18 06:27
POST0966,IN0476,Beach vibes at their best! Nothing beats the sunsets at Kerala’s backwaters.,2024:09:19 06:27
POST0967,IN1689,"Challenges are what make life interesting, and overcoming them is what makes life meaningful.",2024:09:20 06:27
POST0968,IN1469,Mango season is here – made fresh aamras at home!,2024:09:21 06:27
POST0969,IN1190,Mango season is here – made fresh aamras at home!,2024:09:22 06:27
POST0970,IN0079,Just returned from a breathtaking trip to Goa. Highly recommend it!,2024:09:23 06:27
POST0971,IN1277,Photography is my passion – captured a beautiful sunrise today.,2024:09:24 06:27
POST0972,IN1533,Photography is my passion – captured a beautiful sunrise today.,2024:09:25 06:27
POST0973,IN1425,Yoga sessions in the morning make my day so much better.,2024:09:26 06:27
POST0974,IN0952,"Dream big, work hard, and achieve greatness.",2024:09:27 06:27
POST0975,IN0849,Beach vibes at their best! Nothing beats the sunsets at Kerala’s backwaters.,2024:09:28 06:27
POST0976,IN0508,Cooked up some delicious biryani today – the aroma is heavenly!,2024:09:29 06:27
POST0977,IN0745,Meditation is my new go-to for staying calm and focused.,2024:09:30 06:27
POST0978,IN1102,Any tips for learning web development? Diving into HTML and CSS today.,2024:10:01 06:27
POST0979,IN0544,Finally completed a watercolor painting I’ve been working on for weeks.,2024:10:02 06:27
POST0980,IN1723,Completed my first 10K run! Feeling on top of the world.,2024:10:03 06:27
POST0981,IN0167,Blockchain technology is mind-blowing – exploring its use cases in healthcare.,2024:10:04 06:27
POST0982,IN0120,Started exploring AI and machine learning – the future is here.,2024:10:05 06:27
POST0983,IN0015,"Challenges are what make life interesting, and overcoming them is what makes life meaningful.",2024:10:06 06:27
POST0984,IN0455,Beach vibes at their best! Nothing beats the sunsets at Kerala’s backwaters.,2024:10:07 06:27
POST0985,IN1507,Beach vibes at their best! Nothing beats the sunsets at Kerala’s backwaters.,2024:10:08 06:27
POST0986,IN1367,Street food cravings! Chaat and golgappas are pure happiness.,2024:10:09 06:27
POST0987,IN1220,Success is the result of small efforts repeated daily.,2024:10:10 06:27
POST0988,IN0463,Yoga sessions in the morning make my day so much better.,2024:10:11 06:27
POST0989,IN0270,Just finished reading a fantastic book. Can’t wait to start the next one.,2024:10:12 06:27
POST0990,IN1070,Learning Python is so much fun – just completed a data science project!,2024:10:13 06:27
POST0991,IN0305,Wandering through the streets of Jaipur – the Pink City never fails to amaze.,2024:10:14 06:27
POST0992,IN0763,Wandering through the streets of Jaipur – the Pink City never fails to amaze.,2024:10:15 06:27
POST0993,IN1845,Dancing to my favorite tunes always lifts my spirits.,2024:10:16 06:27
POST0994,IN1231,Finally automated my tasks with Python scripts. Feels like magic!,2024:10:17 06:27
POST0995,IN0977,Success is the result of small efforts repeated daily.,2024:10:18 06:27
POST0996,IN0854,Cycling through the countryside – nothing like fresh air and open roads.,2024:10:19 06:27
POST0997,IN1191,Finally automated my tasks with Python scripts. Feels like magic!,2024:10:20 06:27
POST0998,IN1940,Life is 10% what happens to us and 90% how we react to it.,2024:10:21 06:27
POST0999,IN1495,Street food cravings! Chaat and golgappas are pure happiness.,2024:10:22 06:27
POST1000,IN1734,Dancing to my favorite tunes always lifts my spirits.,2024:10:23 06:27
POST1001,IN1563,Learning Python is so much fun – just completed a data science project!,2024:10:24 06:27
POST1002,IN0221,Blockchain technology is mind-blowing – exploring its use cases in healthcare.,2024:10:25 06:27
POST1003,IN0894,Cycling through the countryside – nothing like fresh air and open roads.,2024:10:26 06:27
POST1004,IN0270,Completed my first 10K run! Feeling on top of the world.,2024:10:27 06:27
POST1005,IN1535,Dancing to my favorite tunes always lifts my spirits.,2024:10:28 06:27
POST1006,IN1535,Just discovered a hidden gem café in Delhi – their coffee is out of this world.,2024:10:29 06:27
POST1007,IN0556,Cycling through the countryside – nothing like fresh air and open roads.,2024:10:30 06:27
POST1008,IN1412,Learning Python is so much fun – just completed a data science project!,2024:10:31 06:27
POST1009,IN1747,"Challenges are what make life interesting, and overcoming them is what makes life meaningful.",2024:11:01 06:27
POST1010,IN0845,Cooked up some delicious biryani today – the aroma is heavenly!,2024:11:02 06:27
POST1011,IN0002,Started exploring AI and machine learning – the future is here.,2024:11:03 06:27
POST1012,IN0662,Cooked up some delicious biryani today – the aroma is heavenly!,2024:11:04 06:27
POST1013,IN1587,Wandering through the streets of Jaipur – the Pink City never fails to amaze.,2024:11:05 06:27
POST1014,IN0863,Exploring the beauty of the Himalayas!,2024:11:06 06:27
POST1015,IN1762,Mango season is here – made fresh aamras at home!,2024:11:07 06:27
POST1016,IN0847,Finally automated my tasks with Python scripts. Feels like magic!,2024:11:08 06:27
POST1017,IN0310,Cooked up some delicious biryani today – the aroma is heavenly!,2024:11:09 06:27
POST1018,IN1161,Cooked up some delicious biryani today – the aroma is heavenly!,2024:11:10 06:27
POST1019,IN1032,Mango season is here – made fresh aamras at home!,2024:11:11 06:27
POST1020,IN0078,Street food cravings! Chaat and golgappas are pure happiness.,2024:11:12 06:27
POST1021,IN0315,Street food cravings! Chaat and golgappas are pure happiness.,2024:11:13 06:27
